NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
1.0,0.0,Biomarker,C0020550,Hyperthyroidism,disease,hyperthyroidism,9607,CARTPT,cocaine- and amphetamine-regulated transcript,CTD_human,12395121,"These data indicate that the increments in food intake in hyperthyroidism could be mediated, at least in some extent, by a decreased expression, at the paraventricular nucleus of the hypothalamus, of the anorexigenic cocaine- and amphetamine-regulated transcript peptides.",0.2,"These data indicate that the increments in food intake in <span class=""disease"" id=""12395121-6-58-73"">hyperthyroidism</span> could be mediated, at least in some extent, by a decreased expression, at the paraventricular nucleus of the hypothalamus, of the anorexigenic <span class=""gene"" id=""12395121-6-217-262"">cocaine- and amphetamine-regulated transcript</span> peptides.",CTD_human
,,Negative,MESH:D003092,,,colitis,24835,,tumor necrosis factor-a,,28040845,"Biochemical experiments showed elevated levels of colonic MPO activity, interleukin 1b (IL-1b), interleukin 6 (IL-6) and tumor necrosis factor-a (TNF-a) in colitis control group.",,,
,,Negative,MESH:C565310,,,intraductal papillary neoplasm,29126,,PD-L1,,28139862,"In cases of occupational cholangiocarcinoma, occasional PD-L1 expression was also noted in precancerous/preinvasive lesions such as biliary intraepithelial neoplasia and intraductal papillary neoplasm of the bile duct.",,,
,,Negative,MESH:D001172,,,rheumatoid arthritis,20361,,Sema7A,,28109308,We examined the role of Sema7A in modulating cellular immune responses and to provide experimental data validating the therapeutic potential of Sema7A in rheumatoid arthritis (RA).,,,
,,Negative,MESH:D009336,,,necrosis,24494,,IL-)1b,,28086121,"The animals were killed 7days after the treatments, and the mandibles were histologically processed to assess morphological and immunohistochemical profile, while gingival tissues were removed for quantification of tumor necrosis factor (TNF)-a, interleukin (IL-)1b and IL-10 expression (by ELISA).",,,
1.0,0.0,Therapeutic,C0878544,Cardiomyopathies,group,cardiomyopathy,847,CAT,catalase,CTD_human,11800590,The results indicate that catalase elevation in the heart prevents doxorubicin chronic cardiomyopathy.,0.20054945356842604,"The results indicate that <span class=""gene"" id=""11800590-9-26-34"">catalase</span> elevation in the heart prevents doxorubicin chronic <span class=""disease"" id=""11800590-9-87-101"">cardiomyopathy</span>.",CTD_human
,,Negative,MESH:D012164,,,retinopathy,59086,,TGF-b,,28162229,"The roles of transforming growth factor (TGF)-b in extracellular matrix production and vascular remodeling, coupled with increased TGF-b expression and signaling in diabetes, suggest TGF-b as an important contributor to the microangiopathy of diabetic retinopathy and nephropathy.",,,
,,Negative,MESH:D012164,,,retinal injury,104795671,,miR-15a,,28173719,"We postulate that miR-15a, produced in pancreatic b-cells, can enter the bloodstream and contribute to retinal injury.",,,
,,Negative,MESH:D002294,,,squamous cell carcinoma,100302273,,miR-1254,,28161631,AIM: This study aimed to determine the effect of miR-1254 on oral squamous cell carcinoma (OSCC) metastasis and the specific mechanism involved.,,,
,,Negative,MESH:D002372,,,booster inoculations,1437,,GM-CSF,,28146721,Patients are randomized to receive either AE37+GM-CSF or GM-CSF alone in 6 monthly intradermal inoculations followed by booster inoculations administered every 6 months.,,,
1.0,0.0,Biomarker,C0152013,Adenocarcinoma of lung (disorder),disease,ADC,84444,DOT1L,DOT1L,CTD_human,27158780,"New significantly mutated genes included PPP3CA, DOT1L, and FTSJD1 in lung ADC, RASA1 in lung SqCC, and KLF5, EP300, and CREBBP in both tumor types.",0.2,"New significantly mutated genes included PPP3CA, <span class=""gene"" id=""27158780-3-49-54"">DOT1L</span>, and FTSJD1 in lung <span class=""disease"" id=""27158780-3-75-78"">ADC</span>, RASA1 in lung SqCC, and KLF5, EP300, and CREBBP in both tumor types.",CTD_human
14.0,4.0,Biomarker,C0032580,Adenomatous Polyposis Coli,disease,familial adenomatous polyposis,324,APC,APC,CTD_human,18704758,Identification of somatic APC mutations in recurrent desmoid tumors in a patient with familial adenomatous polyposis to determine actual recurrence of the original tumor or de novo occurrence.,0.8977686845589119,"Identification of somatic <span class=""gene"" id=""18704758-0-26-29"">APC</span> mutations in recurrent desmoid tumors in a patient with <span class=""disease"" id=""18704758-0-86-116"">familial adenomatous polyposis</span> to determine actual recurrence of the original tumor or de novo occurrence.",CTD_human;ORPHANET;UNIPROT
2.0,0.0,Biomarker,C0038220,Status Epilepticus,disease,status epilepticus,2915,GRM5,mGluR5,CTD_human,17634364,Loss of metabotropic glutamate receptor-dependent long-term depression via downregulation of mGluR5 after status epilepticus.,0.2,"Loss of metabotropic glutamate receptor-dependent long-term depression via downregulation of <span class=""gene"" id=""17634364-0-93-99"">mGluR5</span> after <span class=""disease"" id=""17634364-0-106-124"">status epilepticus</span>.",CTD_human
1.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autism,1950,EGF,EGF,CTD_human,17626784,"SNP analyses of growth factor genes EGF, TGFbeta-1, and HGF reveal haplotypic association of EGF with autism.",0.200274726784213,"SNP analyses of growth factor genes <span class=""gene"" id=""17626784-0-36-39"">EGF</span>, TGFbeta-1, and HGF reveal haplotypic association of <span class=""gene"" id=""17626784-0-93-96"">EGF</span> with <span class=""disease"" id=""17626784-0-102-108"">autism</span>.",CTD_human
1.0,0.0,Biomarker,C0031511,Pheochromocytoma,disease,pheochromocytomas,4763,NF1,neurofibromatosis,CTD_human,11151443,"Transplantable tumors and cell lines have been developed from pheochromocytomas arising in mice with a heterozygous knockout mutation of the neurofibromatosis gene, Nf1.",0.208711389182872,"Transplantable tumors and cell lines have been developed from <span class=""disease"" id=""11151443-1-62-79"">pheochromocytomas</span> arising in mice with a heterozygous knockout mutation of the <span class=""gene"" id=""11151443-1-141-158"">neurofibromatosis</span> gene, Nf1.",CTD_human
1.0,0.0,Biomarker,C0011881,Diabetic Nephropathy,disease,diabetic nephropathy,6648,SOD2,SOD2,CTD_human,24819633,"SOD2 allelic variations were associated with the incidence and the progression of diabetic nephropathy, with a faster decline in eGFR and with plasma AOPP concentration and SOD activity in subjects with type 1 diabetes.",0.208371149864029,"<span class=""gene"" id=""24819633-13-0-4"">SOD2</span> allelic variations were associated with the incidence and the progression of <span class=""disease"" id=""24819633-13-82-102"">diabetic nephropathy</span>, with a faster decline in eGFR and with plasma AOPP concentration and SOD activity in subjects with type 1 diabetes.",CTD_human
2.0,0.0,Biomarker,C0524620,Metabolic Syndrome X,disease,metabolic syndrome,6347,CCL2,CCL2,CTD_human,18486454,Patients with schizophrenia show raised serum levels of the pro-inflammatory chemokine CCL2: association with the metabolic syndrome in patients?,0.205154296365419,"Patients with schizophrenia show raised serum levels of the pro-inflammatory chemokine <span class=""gene"" id=""18486454-0-87-91"">CCL2</span>: association with the <span class=""disease"" id=""18486454-0-114-132"">metabolic syndrome</span> in patients?",CTD_human
2.0,0.0,Biomarker,C0025958,Microcephaly,disease,microcephaly,6513,SLC2A1,SLC2A1,CTD_human,10980529,"Fifteen children presenting with infantile seizures, acquired microcephaly, and developmental delay were found to have novel heterozygous mutations in the GLUT1 (SLC2A1).",0.201923087489492,"Fifteen children presenting with infantile seizures, acquired <span class=""disease"" id=""10980529-1-62-74"">microcephaly</span>, and developmental delay were found to have novel heterozygous mutations in the <span class=""gene"" id=""10980529-1-155-160"">GLUT1</span> (<span class=""gene"" id=""10980529-1-162-168"">SLC2A1</span>).",CTD_human
1.0,0.0,Biomarker,C0025202,melanoma,disease,melanoma,6392,SDHD,SDHD,CTD_human,25261935,SDHD promoter mutations are frequent in melanoma and are associated with reduced gene expression and poor prognosis.,0.20054945356842604,"<span class=""gene"" id=""25261935-7-0-4"">SDHD</span> promoter mutations are frequent in <span class=""disease"" id=""25261935-7-40-48"">melanoma</span> and are associated with reduced gene expression and poor prognosis.",CTD_human
1.0,0.0,Biomarker,C0400966,Non-alcoholic Fatty Liver Disease,disease,NAFLD,2950,GSTP1,GSTP1,CTD_human,23643483,"This is the first report to show that the combination of current-smoking and harboring high-risk GSTM1, GSTP1 and/or GSTA1 genotypes is interactively associated with the risk of NAFLD.",0.20082418035263894,"This is the first report to show that the combination of current-smoking and harboring high-risk GSTM1, <span class=""gene"" id=""23643483-8-104-109"">GSTP1</span> and/or GSTA1 genotypes is interactively associated with the risk of <span class=""disease"" id=""23643483-8-178-183"">NAFLD</span>.",CTD_human
,,Negative,MESH:D006009,,,AMD,7852,,CXCR4,,28134535,"An HPMA-based polymeric prodrug of a CXCR4 antagonist, AMD3465 (P-SS-AMD), was developed as a dual-function carrier of therapeutic miRNA.",,,
,,Negative,MESH:D001943,,,breast cancer,13649,,epidermal growth factor receptor,,28178603,"Here, we show that exosomes can efficiently deliver microRNA (miRNA) to epidermal growth factor receptor (EGFR)-expressing breast cancer cells.",,,
,,Negative,MESH:D008477,,,mediastinal disease,51371,,POMP,,28020187,"Pts with mediastinal disease received radiation therapy followed by 24 cycles of vincristine, prednisone, mercaptopurine, methotrexate (POMP maintenance).",,,
3.0,0.0,Biomarker,C0008370,Cholestasis,disease,cholestasis,1244,ABCC2,Mrp2,CTD_human,22521610,ANIT-induced biliary injury is a commonly used model of experimental cholestasis and has been shown to be dependent upon Mrp2-mediated efflux of an ANIT glutathione conjugate that selectively injures biliary epithelial cells.,0.28219781427370505,"ANIT-induced biliary injury is a commonly used model of experimental <span class=""disease"" id=""22521610-6-69-80"">cholestasis</span> and has been shown to be dependent upon <span class=""gene"" id=""22521610-6-121-125"">Mrp2</span>-mediated efflux of an ANIT glutathione conjugate that selectively injures biliary epithelial cells.",CTD_human
1.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autistic,5443,POMC,pro-opiomelanocortin,CTD_human,8570775,"These results suggest a possible linkage between abnormal plasma chemistries, especially those related to the pro-opiomelanocortin system, and autistic symptoms.",0.201098907136852,"These results suggest a possible linkage between abnormal plasma chemistries, especially those related to the <span class=""gene"" id=""8570775-8-110-130"">pro-opiomelanocortin</span> system, and <span class=""disease"" id=""8570775-8-143-151"">autistic</span> symptoms.",CTD_human
1.0,0.0,Biomarker,C0023434,Chronic Lymphocytic Leukemia,disease,chronic lymphocytic leukemia,23451,SF3B1,SF3B1,CTD_human,22158541,Exome sequencing identifies recurrent mutations of the splicing factor SF3B1 gene in chronic lymphocytic leukemia.,0.208516530310606,"Exome sequencing identifies recurrent mutations of the splicing factor <span class=""gene"" id=""22158541-0-71-76"">SF3B1</span> gene in <span class=""disease"" id=""22158541-0-85-113"">chronic lymphocytic leukemia</span>.",CTD_human
,,Negative,MESH:C536415,,,AR,22371,,vWF,,28057038,"Changes in the above molecules were detected upon inhibiting NOX4 or AR, and serum H2O2 and vWF levels were measured in vivo.",,,
6.0,24.0,Biomarker,C0403814,Congenital bilateral aplasia of vas deferens,disease,CAVD,1080,CFTR,CFTR,CTD_human,10875853,"Congenital absence of the vas deferens (CAVD) is a heterogeneous disorder, largely due to mutations in the cystic fibrosis (CFTR) gene.",0.7115280676498771,"Congenital absence of the vas deferens (<span class=""disease"" id=""10875853-1-40-44"">CAVD</span>) is a heterogeneous disorder, largely due to mutations in the cystic fibrosis (<span class=""gene"" id=""10875853-1-124-128"">CFTR</span>) gene.",CTD_human;ORPHANET;UNIPROT
,,Negative,MESH:C536528,,,LPS,3596,,IL-13,,28212865,CKIP-1 expression was strongly induced by pro-inflammatory M1 stimuli (LPS and IFN-y) and robustly suppressed by M2 stimuli (IL-4 and IL-13) in human and murine macrophage.,,,
,,Negative,MESH:D057180,,,frontotemporal dementia,23435,,TDP-43,,28007900,"This finding prompted us to re-analyze published datasets from a recent report on TDP-43, an RBP implicated in amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as it was demonstrated that TDP-43 represses cryptic exon splicing to promote cell survival.",,,
2.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autism,4897,NRCAM,NRCAM,CTD_human,18664314,Association of the neuronal cell adhesion molecule (NRCAM) gene variants with autism.,0.286187690967642,"Association of the <span class=""gene"" id=""18664314-0-19-50"">neuronal cell adhesion molecule</span> (<span class=""gene"" id=""18664314-0-52-57"">NRCAM</span>) gene variants with <span class=""disease"" id=""18664314-0-78-84"">autism</span>.",CTD_human
,,Negative,MESH:D011471,,,PCa,381379,,Med19,,28125713,"However, the roles of Med19 in PCa are still obscure.",,,
1.0,0.0,Biomarker,C0034069,Pulmonary Fibrosis,disease,pulmonary fibrosis,3146,HMGB1,HMGB1,CTD_human,27616297,Mounting evidence indicates that high-mobility group box 1 (HMGB1) is involved in pulmonary fibrosis.,0.20300763924902696,"Mounting evidence indicates that <span class=""gene"" id=""27616297-2-33-58"">high-mobility group box 1</span> (<span class=""gene"" id=""27616297-2-60-65"">HMGB1</span>) is involved in <span class=""disease"" id=""27616297-2-82-100"">pulmonary fibrosis</span>.",CTD_human
,,Negative,MESH:D001249,,,asthma,260431,,COPD,,28100233,COPD and asthma are important chronic inflammatory disorders with a high associated morbidity.,,,
1.0,0.0,Biomarker,C0026764,Multiple Myeloma,disease,MM,2052,EPHX1,microsomal epoxide hydrolase,CTD_human,16949155,"Individuals who carried polymorphisms for GSTT1 null and/or high activity microsomal epoxide hydrolase (mEH 113YY+139HR or 113YY+139RR or 113YH+139RR) and/or low activity NAD(P)H:quinone oxidoreductase 1 (NQO1 187PS/SS) were 1.65, 2.49 and 13 times more likely to have MM (P(trend)=0.001).",0.205638237399215,"Individuals who carried polymorphisms for GSTT1 null and/or high activity <span class=""gene"" id=""16949155-3-74-102"">microsomal epoxide hydrolase</span> (mEH 113YY+139HR or 113YY+139RR or 113YH+139RR) and/or low activity NAD(P)H:quinone oxidoreductase 1 (NQO1 187PS/SS) were 1.65, 2.49 and 13 times more likely to have <span class=""disease"" id=""16949155-3-269-271"">MM</span> (P(trend)=0.001).",CTD_human
